age,description,has_education,has_family,kongzi_option,kongzi_career_points,kongzi_parents_points,kongzi_children_points,kongzi_health_points,kongzi_friends_points,laozi_option,laozi_career_points,laozi_parents_points,laozi_children_points,laozi_health_points,laozi_friends_points,mozi_option,mozi_career_points,mozi_parents_points,mozi_children_points,mozi_health_points,mozi_friends_points,shang_option,shang_career_points,shang_parents_points,shang_children_points,shang_health_points,shang_friends_points
60,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",No,No,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
70,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",Yes,Yes,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
70,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",Yes,No,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
70,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",No,Yes,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
70,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",No,No,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
80,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",Yes,Yes,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
80,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",Yes,No,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
80,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",No,Yes,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
80,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",No,No,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
90,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",Yes,Yes,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
90,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",Yes,No,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
90,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",No,Yes,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
90,"You put your card down for the bill, but one of your friends still hasn't paid you back after a week of gentle reminders. What will you do?",No,No,Speak with them politely and privately. Express your concern while maintaining harmony.,-1,0,1,1,1,"Quit pestering them as that'll only make the situation worse. If the money returns, it returns—if not, life moves on.",-1,-1,-1,2,2,Confront them directly but fairly. Unpaid debts harm everyone in the long run.,1,0,0,0,-2,Threaten to cut them off until they pay you back.,1,0,0,0,-2
10,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
10,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",Yes,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
10,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,Yes,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
10,"You're wearing your favorite pair of jeans, but your friend tells you the company is unethical and exploits labor. What will you say?",No,No,"""That's a fair criticism. I would hate to influence others to perpetuate labor exploitation, so I'll stop wearing these jeans. I need to do what brings out joy and good in the world.""",0,0,0,0,2,"""Sorry, I don't care. Is there really such thing as ethical consumption? Everything is constructed.""",0,0,0,0,-1,"""I shouldn’t support this company—I wouldn’t want my fellow countrymen to be exploited. But it's in my best interest to keep these jeans since I already bought them.""",1,0,0,0,1,"""The system works, and it resulted in these jeans, so I don't see the problem. Individual suffering is unfortunate, but laws and incentives drive efficiency.""",1,0,0,0,-1
